  0.0  2.0  1.220  4.013 m59co_best9_int_fc0-2.fits
  2.0  4.0  2.963  4.014 m59co_best9_int_fc2-4.fits
  4.0  6.0  4.969  4.012 m59co_best9_int_fc4-6.fits
  6.0  8.0  6.982  4.032 m59co_best9_int_fc6-8.fits
  8.0 11.0  9.432  4.062 m59co_best9_int_fc8-11.fits
 11.0 15.0 12.874  4.093 m59co_best9_int_fc11-15.fits
